ID,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
7196,1857595,26,19,single,rented,no,Surgeon,Sikar,Rajasthan,12,13,1
7197,2559472,39,10,single,rented,yes,Hotel Manager,Ichalkaranji,Maharashtra,10,10,0
7198,3165529,67,9,single,rented,no,Architect,Suryapet,Telangana,4,10,0
7199,7246361,55,19,single,rented,yes,Flight attendant,Pimpri-Chinchwad,Maharashtra,3,10,1
7200,8406226,62,19,married,rented,no,Industrial Engineer,Berhampur,Odisha,7,13,0
7201,1951248,40,12,single,rented,no,Chemical engineer,Ratlam,Madhya Pradesh,12,14,0
7202,6432481,72,3,single,rented,yes,Magistrate,Morbi,Gujarat,3,13,0
7203,1872855,79,16,single,rented,no,Chartered Accountant,Jorhat,Assam,4,13,0
7204,1832125,54,13,single,rented,yes,Scientist,Vijayanagaram,Andhra Pradesh,12,14,0
7205,1857913,64,16,single,owned,yes,Computer hardware engineer,Sultan Pur Majra,Delhi,6,11,1
7206,4816881,59,19,single,rented,no,Firefighter,Satna,Madhya Pradesh,11,10,0
7207,439493,46,18,single,rented,no,Web designer,Proddatur,Andhra Pradesh,7,10,0
7208,4932179,24,2,single,rented,no,Chemical engineer,Danapur,Bihar,2,10,0
7209,8089144,39,2,single,rented,no,Official,Kadapa[23],Andhra Pradesh,2,13,0
7210,3338595,23,15,single,rented,no,Civil engineer,Tezpur,Assam,4,10,0
7211,1441334,77,20,single,rented,no,Engineer,Nagaon,Assam,12,12,0
7212,6424743,71,2,single,rented,no,Drafter,Farrukhabad,Uttar Pradesh,2,13,0
7213,3045248,50,1,single,rented,yes,Surveyor,Chinsurah,West Bengal,1,14,0
7214,8897791,71,16,single,rented,yes,Fashion Designer,Vijayawada,Andhra Pradesh,3,10,0
7215,322330,54,9,married,rented,no,Industrial Engineer,Tiruchirappalli[10],Tamil Nadu,9,12,0
7216,4728760,38,6,single,rented,no,Aviator,Eluru[25],Andhra Pradesh,3,12,0
7217,6951975,54,3,single,rented,yes,Analyst,HubliÃ¢â‚¬â€œDharwad,Karnataka,3,11,0
7218,8806392,61,5,married,rented,no,Software Developer,Giridih,Jharkhand,5,13,0
7219,8986859,56,3,single,owned,yes,Web designer,Ujjain,Madhya Pradesh,3,14,0
7220,2201763,70,15,single,rented,no,Dentist,Kulti,West Bengal,12,14,0
7221,1278713,31,14,single,rented,no,Chemical engineer,Katihar,Bihar,13,13,0
7222,1509614,25,0,married,rented,yes,Firefighter,Vijayanagaram,Andhra Pradesh,0,13,1
7223,2590772,53,17,single,rented,no,Firefighter,Mangalore,Karnataka,10,14,0
7224,3198849,74,3,single,owned,no,Scientist,Jodhpur,Rajasthan,3,10,0
7225,9879257,35,8,single,rented,yes,Technical writer,Jaipur,Rajasthan,4,10,0
7226,173096,40,13,single,rented,no,Politician,Ahmedabad,Gujarat,3,13,0
7227,1896404,66,17,married,rented,yes,Designer,Davanagere,Karnataka,13,14,0
7228,8723870,71,16,single,rented,no,Analyst,Panchkula,Haryana,14,13,1
7229,1821438,26,0,single,rented,yes,Chartered Accountant,Fatehpur,Uttar Pradesh,0,12,1
7230,3870844,25,19,single,rented,no,Army officer,Muzaffarpur,Bihar,13,11,1
7231,3443194,57,4,single,rented,yes,Fashion Designer,Raipur,Chhattisgarh,4,11,0
7232,4353927,73,17,married,rented,no,Official,Hospet,Karnataka,4,12,0
7233,9791269,51,7,single,rented,no,Computer hardware engineer,Asansol,West Bengal,6,10,0
7234,9768584,52,14,married,rented,yes,Magistrate,Barasat,West Bengal,11,10,0
7235,5734542,32,12,single,rented,no,Software Developer,Unnao,Uttar Pradesh,5,13,0
7236,3763510,33,5,single,rented,no,Architect,Vijayawada,Andhra Pradesh,5,10,0
7237,5361326,61,0,single,rented,no,Librarian,Pali,Rajasthan,0,11,0
7238,5752584,30,5,single,rented,no,Politician,Bihar Sharif,Bihar,4,11,0
7239,2313571,73,16,single,rented,yes,Microbiologist,Hosur,Tamil Nadu,7,14,0
7240,5303030,35,7,single,rented,no,Air traffic controller,Kavali,Andhra Pradesh,6,13,0
7241,7552268,38,6,single,rented,no,Civil engineer,Berhampore,West Bengal,5,10,1
7242,6134910,60,6,married,rented,yes,Geologist,Kharagpur,West Bengal,3,11,0
7243,1798025,45,18,single,rented,no,Statistician,Malegaon,Maharashtra,10,12,0
7244,3729339,73,3,single,rented,no,Biomedical Engineer,Bidhannagar,West Bengal,3,14,0
7245,6431065,51,18,single,owned,no,Mechanical engineer,Gulbarga,Karnataka,11,12,1
7246,2858930,40,8,single,rented,no,Flight attendant,Srinagar,Jammu and Kashmir,8,13,0
7247,9352887,53,6,single,rented,yes,Technical writer,Muzaffarnagar,Uttar Pradesh,6,11,0
7248,968745,56,9,single,rented,no,Army officer,Madanapalle,Andhra Pradesh,5,14,0
7249,353662,29,4,single,rented,no,Comedian,Maheshtala,West Bengal,4,11,0
7250,5301870,50,9,single,rented,no,Psychologist,Saharanpur,Uttar Pradesh,4,11,1
7251,7156599,22,0,single,rented,no,Design Engineer,Belgaum,Karnataka,0,12,0
7252,3198849,74,3,single,owned,no,Scientist,Jodhpur,Rajasthan,3,10,0
7253,7906211,49,5,single,rented,yes,Engineer,Sasaram[30],Bihar,5,11,0
7254,2946448,63,0,single,rented,no,Dentist,Munger,Bihar,0,13,0
7255,7083559,52,10,single,rented,no,Computer operator,Bathinda,Punjab,5,13,0
7256,9131685,72,13,single,norent_noown,no,Computer hardware engineer,Rajkot,Gujarat,13,10,0
7257,1510736,37,12,single,rented,no,Chartered Accountant,Amaravati,Andhra Pradesh,5,12,0
7258,1165856,47,19,married,rented,yes,Statistician,Kulti,West Bengal,7,10,1
7259,5125951,56,10,single,rented,yes,Physician,Narasaraopet,Andhra Pradesh,7,13,1
7260,5643649,77,16,single,rented,yes,Surgeon,Noida,Uttar Pradesh,13,12,0
7261,5817501,61,2,single,norent_noown,no,Hotel Manager,Gangtok,Sikkim,2,10,0
7262,8359091,60,5,single,rented,no,Graphic Designer,Imphal,Manipur,5,13,0
7263,6905894,39,8,single,rented,yes,Microbiologist,Mehsana,Gujarat,7,11,0
7264,7165028,50,17,single,rented,no,Chemical engineer,Kirari Suleman Nagar,Delhi,14,13,1
7265,2697580,30,18,single,rented,no,Official,Etawah,Uttar Pradesh,7,11,0
7266,4542920,64,11,single,owned,yes,Physician,Mysore[7][8][9],Karnataka,11,14,0
7267,6154814,51,9,single,rented,yes,Fashion Designer,Amaravati,Andhra Pradesh,8,11,0
7268,2045384,52,5,single,rented,no,Economist,Tirunelveli,Tamil Nadu,5,10,0
7269,151700,33,20,single,rented,no,Politician,Patiala,Punjab,6,13,0
7270,9454655,35,7,single,rented,no,Magistrate,Srikakulam,Andhra Pradesh,7,14,0
7271,7086647,24,4,married,rented,no,Engineer,Ambattur,Tamil Nadu,4,14,1
7272,3346084,23,18,single,rented,no,Web designer,Sambalpur,Odisha,6,13,0
7273,9181312,31,5,single,rented,no,Architect,Dhule,Maharashtra,5,13,0
7274,2793047,45,1,single,rented,no,Geologist,Mango,Jharkhand,1,11,0
7275,7600748,59,13,single,rented,yes,Software Developer,Avadi,Tamil Nadu,5,10,0
7276,3309801,69,19,single,rented,yes,Web designer,Gandhinagar,Gujarat,6,11,0
7277,8420858,55,14,single,rented,no,Technology specialist,Bhagalpur,Bihar,7,13,1
7278,4393229,34,11,single,rented,yes,Lawyer,Hospet,Karnataka,9,12,0
7279,6608769,74,8,married,rented,yes,Hotel Manager,Siliguri,West Bengal,3,13,1
7280,4275801,78,8,married,rented,yes,Computer hardware engineer,Amritsar,Punjab,3,11,0
7281,5004938,64,19,single,rented,no,Microbiologist,Firozabad,Uttar Pradesh,5,10,0
7282,2218280,34,9,single,rented,no,Psychologist,Gaya,Bihar,9,11,1
7283,3602419,48,12,single,rented,yes,Petroleum Engineer,Saharsa[29],Bihar,8,11,1
7284,6304775,21,13,single,rented,no,Official,Davanagere,Karnataka,7,11,0
7285,6474294,48,9,single,rented,no,Comedian,Amritsar,Punjab,8,13,0
7286,1606109,42,3,single,rented,no,Engineer,Siliguri,West Bengal,3,13,1
7287,8217987,56,13,single,rented,yes,Graphic Designer,Kolhapur,Maharashtra,8,14,0
7288,7921653,35,16,single,rented,no,Mechanical engineer,Ichalkaranji,Maharashtra,6,14,0
7289,6193538,73,10,single,rented,no,Technology specialist,Muzaffarpur,Bihar,10,11,0
7290,3458394,56,9,single,rented,yes,Air traffic controller,Tirupati[21][22],Andhra Pradesh,9,12,1
7291,9131115,23,4,single,rented,no,Biomedical Engineer,Panvel,Maharashtra,4,10,0
7292,3539122,28,11,single,rented,no,Technician,Alappuzha,Kerala,4,13,0
7293,2917765,47,9,single,rented,no,Technical writer,Ratlam,Madhya Pradesh,9,14,0
7294,3679043,60,5,single,rented,no,Air traffic controller,Bulandshahr,Uttar Pradesh,3,12,0
7295,7998315,65,13,single,rented,no,Army officer,Rajpur Sonarpur,West Bengal,4,12,0
7296,4445669,59,2,single,rented,no,Chemical engineer,Bettiah[33],Bihar,2,12,0
7297,2363864,59,9,single,rented,no,Police officer,Chittoor[28],Andhra Pradesh,4,10,0
7298,7194154,51,2,single,rented,no,Web designer,Bhavnagar,Gujarat,2,10,0
7299,3346084,23,18,single,rented,no,Web designer,Sambalpur,Odisha,6,13,0
7300,6381365,67,11,single,rented,no,Surveyor,Ulhasnagar,Maharashtra,4,12,0
7301,7084312,72,19,single,rented,no,Biomedical Engineer,Raebareli,Uttar Pradesh,4,14,0
7302,6679057,21,5,single,rented,yes,Biomedical Engineer,Katni,Madhya Pradesh,5,13,0
7303,8274078,59,16,single,rented,no,Chartered Accountant,Tiruvottiyur,Tamil Nadu,10,12,0
7304,3102332,21,12,single,rented,no,Psychologist,Firozabad,Uttar Pradesh,12,14,0
7305,2427770,60,6,single,rented,no,Dentist,Hyderabad,Telangana,6,10,0
7306,7943732,71,5,single,rented,yes,Surgeon,Chandigarh_city,Chandigarh,5,11,0
7307,7644982,24,1,single,rented,no,Scientist,Faridabad,Haryana,1,11,0
7308,8018694,37,16,single,rented,yes,Computer operator,Machilipatnam,Andhra Pradesh,10,13,0
7309,2414738,33,19,single,rented,no,Firefighter,Bellary,Karnataka,12,13,0
7310,5456621,60,16,single,rented,no,Analyst,Rewa,Madhya Pradesh,9,13,0
7311,1562434,31,14,single,rented,no,Technology specialist,Dharmavaram,Andhra Pradesh,10,11,1
7312,671223,74,7,single,rented,no,Flight attendant,Bidar,Karnataka,6,13,0
7313,5763958,63,7,married,rented,no,Chemical engineer,Ambarnath,Maharashtra,7,12,0
7314,3167295,32,5,single,rented,yes,Chef,Mirzapur,Uttar Pradesh,4,12,0
7315,6461341,24,18,single,rented,no,Firefighter,Mehsana,Gujarat,9,11,0
7316,4581810,36,14,single,rented,yes,Chartered Accountant,Guna,Madhya Pradesh,6,10,0
7317,2369392,59,17,single,rented,no,Statistician,Bhusawal,Maharashtra,13,14,0
7318,238772,25,16,single,rented,no,Surveyor,Motihari[34],Bihar,14,13,0
7319,1382869,44,8,single,rented,no,Civil engineer,Rajahmundry[19][20],Andhra Pradesh,8,12,0
7320,2649521,69,14,single,rented,no,Analyst,Anantapur,Andhra Pradesh,7,12,0
7321,2737450,33,14,single,rented,yes,Civil engineer,Mira-Bhayandar,Maharashtra,14,13,0
7322,6826034,56,14,single,rented,no,Surveyor,Bathinda,Punjab,5,11,0
7323,8036250,39,14,single,rented,no,Police officer,Jorhat,Assam,9,10,0
7324,3045476,22,14,single,rented,no,Microbiologist,Sambalpur,Odisha,7,12,0
7325,4342058,26,4,single,rented,yes,Technology specialist,Noida,Uttar Pradesh,4,10,0
7326,3727264,30,15,single,owned,no,Civil engineer,Kirari Suleman Nagar,Delhi,10,10,0
7327,4430970,61,5,single,rented,yes,Economist,Jorhat,Assam,5,13,0
7328,5633671,63,4,married,rented,no,Flight attendant,Jammu[16],Jammu and Kashmir,3,11,0
7329,6701205,71,13,married,rented,no,Statistician,Silchar,Assam,5,13,1
7330,4871299,40,16,single,rented,no,Biomedical Engineer,Bareilly,Uttar Pradesh,6,13,1
7331,2461995,65,11,single,rented,no,Computer operator,Sasaram[30],Bihar,11,11,0
7332,8638361,72,6,single,rented,no,Firefighter,Sonipat,Haryana,6,13,0
7333,5911221,53,4,single,rented,no,Librarian,Mirzapur,Uttar Pradesh,4,11,0
7334,5010356,74,8,single,rented,no,Biomedical Engineer,Ajmer,Rajasthan,8,14,0
7335,1288371,51,2,single,rented,no,Air traffic controller,Guwahati,Assam,2,10,1
7336,8316469,40,11,single,rented,no,Civil engineer,Imphal,Manipur,5,10,0
7337,1915161,62,16,single,rented,no,Petroleum Engineer,Salem,Tamil Nadu,9,10,0
7338,8314069,31,17,single,rented,no,Computer operator,Gwalior,Madhya Pradesh,8,14,0
7339,874579,47,9,single,rented,no,Graphic Designer,Pallavaram,Tamil Nadu,7,12,0
7340,9472148,55,16,single,rented,no,Dentist,Jaunpur,Uttar Pradesh,8,11,0
7341,8622588,45,18,single,owned,no,Surgeon,Agartala,Tripura,3,12,0
7342,854406,68,13,single,rented,no,Petroleum Engineer,Nashik,Maharashtra,7,12,0
7343,1025043,75,5,single,rented,no,Drafter,Tenali,Andhra Pradesh,5,10,0
7344,1662818,64,18,single,rented,no,Industrial Engineer,Arrah,Bihar,9,11,1
7345,7123769,47,15,single,owned,no,Computer hardware engineer,Asansol,West Bengal,9,12,0
7346,5186921,40,4,single,rented,yes,Surveyor,Khammam,Telangana,4,10,0
7347,4961796,42,11,single,rented,no,Surgeon,Alappuzha,Kerala,11,14,0
7348,7332190,34,18,single,rented,yes,Computer hardware engineer,Shivpuri,Madhya Pradesh,10,13,0
7349,9361261,38,6,single,rented,no,Engineer,Tirupati[21][22],Andhra Pradesh,6,14,0
7350,4846957,75,2,single,rented,yes,Psychologist,Noida,Uttar Pradesh,2,10,0
7351,1034564,27,17,single,rented,no,Flight attendant,Nashik,Maharashtra,8,12,0
7352,3482496,43,13,single,rented,no,Politician,Jhansi,Uttar Pradesh,8,14,0
7353,5643649,77,16,single,rented,yes,Surgeon,Noida,Uttar Pradesh,13,12,1
7354,1315106,62,5,single,rented,no,Police officer,Hajipur[31],Bihar,5,12,0
7355,6649334,59,12,married,rented,no,Fashion Designer,Surendranagar Dudhrej,Gujarat,11,11,0
7356,4516990,69,9,single,rented,no,Lawyer,Aligarh,Uttar Pradesh,9,11,0
7357,4544686,62,8,single,norent_noown,no,Graphic Designer,Jamnagar,Gujarat,5,13,0
7358,9867260,43,12,single,rented,no,Flight attendant,Rajahmundry[19][20],Andhra Pradesh,8,13,0
7359,2787260,71,16,single,rented,no,Mechanical engineer,Sikar,Rajasthan,7,13,0
7360,1509327,51,0,married,rented,yes,Biomedical Engineer,Nizamabad,Telangana,0,11,0
7361,4356905,62,2,single,norent_noown,yes,Scientist,Meerut,Uttar Pradesh,2,13,0
7362,9110274,24,7,single,rented,no,Graphic Designer,Amaravati,Andhra Pradesh,7,10,1
7363,2780996,72,4,single,rented,no,Statistician,Tadepalligudem,Andhra Pradesh,4,12,0
7364,6238694,59,1,single,rented,no,Engineer,Kulti,West Bengal,1,11,0
7365,2793049,68,13,single,rented,yes,Civil servant,Pallavaram,Tamil Nadu,4,11,0
7366,2411292,63,3,single,rented,no,Web designer,Sambhal,Uttar Pradesh,3,10,0
7367,1514602,71,6,single,rented,no,Comedian,Raichur,Karnataka,6,13,0
7368,2375695,31,17,married,rented,yes,Web designer,Jodhpur,Rajasthan,10,12,1
7369,8018195,68,13,single,rented,yes,Chartered Accountant,Berhampore,West Bengal,13,11,0
7370,9976567,63,2,single,rented,no,Microbiologist,Giridih,Jharkhand,2,14,0
7371,4128007,74,11,single,rented,no,Surveyor,Madanapalle,Andhra Pradesh,11,12,0
7372,5613340,59,17,single,rented,no,Technical writer,Serampore,West Bengal,14,11,0
7373,6044767,60,12,single,rented,yes,Engineer,Coimbatore,Tamil Nadu,10,13,0
7374,6974001,40,6,single,rented,yes,Financial Analyst,Karimnagar,Telangana,6,14,0
7375,9388165,29,19,single,rented,no,Economist,Rewa,Madhya Pradesh,13,11,1
7376,9733569,77,18,single,rented,no,Chef,Vijayanagaram,Andhra Pradesh,7,11,0
7377,1350358,39,11,single,rented,no,Librarian,Gurgaon,Haryana,11,14,0
7378,5746326,29,14,single,rented,no,Computer operator,Dharmavaram,Andhra Pradesh,14,12,0
7379,476900,33,20,single,rented,yes,Firefighter,Saharsa[29],Bihar,7,10,0
7380,8817634,22,1,single,rented,no,Petroleum Engineer,Jalandhar,Punjab,1,14,0
7381,5002101,37,6,single,rented,yes,Biomedical Engineer,Shivpuri,Madhya Pradesh,6,14,0
7382,6307225,57,11,single,rented,yes,Biomedical Engineer,Bhagalpur,Bihar,8,12,0
7383,8714860,46,18,single,rented,no,Consultant,Fatehpur,Uttar Pradesh,5,10,0
7384,2929735,23,14,single,rented,no,Microbiologist,Davanagere,Karnataka,9,12,1
7385,1298318,30,1,single,rented,yes,Hotel Manager,Suryapet,Telangana,1,12,0
7386,7400525,71,0,single,rented,yes,Hotel Manager,Jalna,Maharashtra,0,11,0
7387,6492367,68,4,married,owned,no,Chartered Accountant,Mathura,Uttar Pradesh,4,12,0
7388,6797003,73,19,single,rented,no,Financial Analyst,Howrah,West Bengal,6,12,0
7389,9750930,31,3,single,rented,yes,Comedian,Gorakhpur,Uttar Pradesh,3,10,0
7390,4705172,62,4,single,rented,no,Air traffic controller,Bongaigaon,Assam,4,12,0
7391,8883186,37,5,single,norent_noown,no,Politician,Durgapur,West Bengal,3,14,0
7392,4006235,74,11,single,rented,no,Technology specialist,Bhagalpur,Bihar,3,13,1
7393,8737301,70,14,single,rented,no,Technology specialist,Gulbarga,Karnataka,13,10,0
7394,754014,69,2,single,rented,no,Software Developer,Deoghar,Jharkhand,2,13,0
7395,7566971,59,10,single,rented,no,Dentist,Mehsana,Gujarat,7,12,0
7396,5956675,50,3,single,rented,yes,Biomedical Engineer,Panvel,Maharashtra,3,13,0
7397,4945087,50,16,single,owned,no,Chartered Accountant,Jalgaon,Maharashtra,14,10,0
7398,6488070,71,10,single,rented,no,Financial Analyst,Aurangabad[39],Bihar,10,13,1
7399,4432283,61,5,single,rented,no,Lawyer,Tiruchirappalli[10],Tamil Nadu,5,10,1
7400,8305013,45,0,single,rented,no,Statistician,Dehradun,Uttarakhand,0,11,0
7401,2218088,35,9,single,rented,no,Lawyer,Phusro,Jharkhand,5,11,0
7402,8908988,34,0,single,rented,no,Surgeon,Bhimavaram,Andhra Pradesh,0,10,0
7403,6804887,33,19,single,owned,no,Petroleum Engineer,Muzaffarpur,Bihar,10,10,0
7404,3125040,56,12,single,rented,no,Drafter,Sirsa,Haryana,11,13,0
7405,5620082,58,14,single,rented,no,Politician,Akola,Maharashtra,9,11,0
7406,6838409,26,17,single,rented,no,Mechanical engineer,Srikakulam,Andhra Pradesh,11,10,0
7407,8751622,34,17,single,rented,no,Aviator,Rourkela,Odisha,7,11,0
7408,3026261,49,7,single,rented,no,Technology specialist,Phusro,Jharkhand,7,14,0
7409,7810957,48,5,single,rented,yes,Design Engineer,Kollam,Kerala,5,11,0
7410,9482746,68,10,single,rented,no,Physician,Indore,Madhya Pradesh,6,11,1
7411,9243110,47,3,married,rented,no,Designer,Tumkur,Karnataka,3,11,1
7412,5644854,42,5,single,rented,no,Design Engineer,Nagaon,Assam,5,14,0
7413,7110801,21,20,single,rented,yes,Microbiologist,Durg,Chhattisgarh,9,11,1
7414,7016600,34,18,married,rented,no,Chemical engineer,Danapur,Bihar,14,14,0
7415,8527776,54,2,single,rented,no,Lawyer,Nizamabad,Telangana,2,11,0
7416,5025618,35,7,single,rented,no,Artist,Parbhani,Maharashtra,7,12,0
7417,4539410,35,5,single,owned,no,Software Developer,Parbhani,Maharashtra,5,12,0
7418,8510110,49,15,single,rented,no,Statistician,Ranchi,Jharkhand,13,14,0
7419,9215889,37,15,single,rented,no,Flight attendant,Tiruppur,Tamil Nadu,9,13,0
7420,6798278,67,15,single,rented,no,Designer,Latur,Maharashtra,9,10,0
7421,8200302,36,13,single,owned,no,Librarian,Shimla,Himachal Pradesh,5,11,0
7422,9648222,28,13,single,rented,no,Microbiologist,Gandhinagar,Gujarat,12,14,0
7423,9344382,38,14,single,rented,yes,Secretary,Khandwa,Madhya Pradesh,12,14,1
7424,9975789,25,17,single,rented,yes,Air traffic controller,Guna,Madhya Pradesh,10,12,0
7425,4388557,43,8,single,rented,no,Geologist,Bharatpur,Rajasthan,7,13,0
7426,4393965,47,5,single,rented,no,Scientist,Sri Ganganagar,Rajasthan,5,14,0
7427,5417973,40,1,single,rented,no,Industrial Engineer,Karawal Nagar,Delhi,1,10,0
7428,5898669,32,9,married,rented,no,Firefighter,Aligarh,Uttar Pradesh,6,13,0
7429,7176401,22,1,single,rented,no,Secretary,Rourkela,Odisha,1,11,0
7430,6854357,30,17,single,rented,no,Politician,Morbi,Gujarat,11,12,1
7431,1821163,44,10,single,rented,no,Drafter,Bhimavaram,Andhra Pradesh,10,10,0
7432,4508919,59,6,single,rented,yes,Artist,"Khora, Ghaziabad",Uttar Pradesh,6,14,0
7433,6563391,42,9,married,rented,no,Mechanical engineer,Faridabad,Haryana,9,12,0
7434,4250194,28,9,single,rented,no,Statistician,Ramagundam[27],Telangana,8,13,0
7435,5403886,29,14,single,rented,no,Scientist,Gudivada,Andhra Pradesh,7,10,0
7436,1086347,26,10,single,rented,yes,Civil engineer,Eluru[25],Andhra Pradesh,10,10,0
7437,6147575,41,15,single,rented,yes,Hotel Manager,Serampore,West Bengal,4,12,0
7438,1716587,37,0,single,rented,no,Economist,Chandigarh_city,Chandigarh,0,11,0
7439,3638802,76,5,married,norent_noown,yes,Civil servant,Aizawl,Mizoram,5,10,0
7440,7021987,41,13,single,rented,yes,Physician,Imphal,Manipur,8,12,0
7441,6382617,60,14,single,rented,yes,Analyst,Coimbatore,Tamil Nadu,12,12,0
7442,1967194,58,9,single,rented,no,Air traffic controller,Rewa,Madhya Pradesh,9,11,0
7443,3741722,38,19,single,rented,no,Computer hardware engineer,Salem,Tamil Nadu,10,13,0
7444,7536082,29,1,single,rented,yes,Fashion Designer,Bhiwandi,Maharashtra,1,11,0
7445,7555943,23,6,single,rented,no,Fashion Designer,Guna,Madhya Pradesh,4,14,0
7446,2072765,34,4,married,rented,no,Engineer,Shimoga,Karnataka,4,14,0
7447,4187964,78,2,single,rented,yes,Dentist,Pallavaram,Tamil Nadu,2,10,0
7448,6014798,50,1,single,rented,yes,Civil servant,Miryalaguda,Telangana,1,14,0
7449,4269729,70,8,single,rented,yes,Fashion Designer,Unnao,Uttar Pradesh,8,13,0
7450,2282537,64,8,single,rented,yes,Software Developer,Dewas,Madhya Pradesh,7,12,0
7451,9362365,23,19,single,rented,yes,Firefighter,Srikakulam,Andhra Pradesh,11,13,1
7452,1389018,55,18,single,rented,no,Microbiologist,Vellore,Tamil Nadu,9,11,1
7453,3025272,78,6,single,rented,no,Petroleum Engineer,Bellary,Karnataka,6,11,0
7454,3290571,50,11,single,rented,no,Computer operator,Amaravati,Andhra Pradesh,5,11,0
7455,9241363,62,18,single,rented,yes,Computer operator,Secunderabad,Telangana,5,11,0
7456,2172393,27,16,single,rented,no,Comedian,Muzaffarpur,Bihar,13,12,0
7457,6316944,30,8,single,owned,yes,Dentist,Panvel,Maharashtra,8,13,0
7458,80603,58,12,single,rented,yes,Petroleum Engineer,Ramagundam[27],Telangana,12,13,0
7459,622463,55,2,married,rented,no,Engineer,Panvel,Maharashtra,2,11,0
7460,6467283,65,13,single,rented,yes,Architect,Morena,Madhya Pradesh,11,12,0
7461,3843088,44,10,single,rented,yes,Technical writer,Agartala,Tripura,6,10,0
7462,9362365,23,19,single,rented,yes,Firefighter,Srikakulam,Andhra Pradesh,11,13,0
7463,9482746,68,10,single,rented,no,Physician,Indore,Madhya Pradesh,6,11,1
7464,659206,73,16,married,rented,no,Graphic Designer,Phusro,Jharkhand,9,12,0
7465,3068887,35,8,single,rented,no,Flight attendant,Madanapalle,Andhra Pradesh,7,10,1
7466,2180133,62,4,single,rented,no,Army officer,Motihari[34],Bihar,4,13,0
7467,3689673,43,11,single,rented,no,Librarian,Gurgaon,Haryana,11,13,1
7468,575463,60,12,single,rented,yes,Firefighter,Gandhinagar,Gujarat,11,13,1
7469,659529,60,10,single,rented,no,Civil engineer,Srinagar,Jammu and Kashmir,8,10,0
7470,5301496,68,10,single,rented,no,Consultant,Ratlam,Madhya Pradesh,10,12,0
7471,8024216,70,9,single,rented,no,Surveyor,Munger,Bihar,8,14,0
7472,6969623,26,17,single,rented,no,Technology specialist,Raipur,Chhattisgarh,9,11,0
7473,2981326,26,4,married,rented,no,Official,Phagwara,Punjab,3,14,0
7474,1424842,28,3,single,rented,yes,Scientist,Guntakal,Andhra Pradesh,3,11,0
7475,8645202,65,9,single,owned,no,Technician,Mango,Jharkhand,9,13,0
7476,138059,23,13,single,rented,yes,Flight attendant,Darbhanga,Bihar,11,13,0
7477,8534057,58,10,single,rented,no,Civil servant,Burhanpur,Madhya Pradesh,9,14,0
7478,5323346,29,12,single,rented,no,Computer hardware engineer,Kolkata,West Bengal,4,14,0
7479,536306,79,5,single,rented,no,Industrial Engineer,Begusarai,Bihar,5,11,0
7480,8733563,76,17,single,rented,no,Official,Surat,Gujarat,12,14,0
7481,4936411,69,8,married,rented,yes,Design Engineer,Jalna,Maharashtra,3,13,0
7482,7261695,72,7,single,rented,no,Lawyer,Thoothukudi,Tamil Nadu,7,14,1
7483,3518281,66,11,single,rented,no,Librarian,Ahmednagar,Maharashtra,7,12,0
7484,6506739,50,4,single,rented,no,Politician,Ahmedabad,Gujarat,4,11,0
7485,1920103,31,6,single,rented,no,Analyst,Jaipur,Rajasthan,6,12,0
7486,5095889,50,16,single,rented,no,Industrial Engineer,Tenali,Andhra Pradesh,8,13,0
7487,1633168,42,14,married,rented,no,Politician,Gopalpur,West Bengal,6,11,0
7488,4666822,54,19,single,rented,no,Flight attendant,Bhiwandi,Maharashtra,11,11,0
7489,9800971,62,14,single,rented,no,Aviator,Jorhat,Assam,3,13,0
7490,192829,66,11,single,rented,no,Flight attendant,Sonipat,Haryana,11,14,0
7491,3315193,64,16,single,rented,no,Engineer,Phagwara,Punjab,6,12,0
7492,3109455,34,20,single,rented,yes,Analyst,Morena,Madhya Pradesh,12,11,0
7493,8170612,62,3,single,rented,no,Politician,Bathinda,Punjab,3,12,0
7494,7552857,35,15,single,rented,no,Chartered Accountant,Parbhani,Maharashtra,7,10,0
7495,2389351,62,5,single,norent_noown,no,Analyst,Rajkot,Gujarat,5,14,1
7496,436140,73,13,single,rented,no,Petroleum Engineer,Shimla,Himachal Pradesh,11,10,0
7497,2240863,36,8,single,rented,no,Design Engineer,Udupi,Karnataka,3,14,0
7498,1964155,51,13,single,rented,no,Physician,Shivpuri,Madhya Pradesh,7,10,0
7499,6497883,61,15,single,rented,no,Civil engineer,Nanded,Maharashtra,9,11,0
7500,432658,52,13,single,rented,no,Police officer,Sambalpur,Odisha,13,10,0
7501,9115190,28,16,single,rented,yes,Design Engineer,Gudivada,Andhra Pradesh,14,14,0
7502,5583816,47,4,single,rented,no,Analyst,Mira-Bhayandar,Maharashtra,4,10,0
7503,4837156,22,10,single,rented,yes,Design Engineer,Ongole,Andhra Pradesh,9,10,0
7504,6467565,26,0,single,rented,no,Web designer,Saharanpur,Uttar Pradesh,0,12,0
7505,1537922,28,5,single,rented,no,Official,Guntur[13],Andhra Pradesh,5,12,1
7506,2889975,29,4,single,rented,no,Lawyer,Kishanganj[35],Bihar,4,13,0
7507,2534496,73,8,single,rented,no,Psychologist,Ujjain,Madhya Pradesh,4,14,0
